x,y
0.0,0.0
9.4,1.4
21.1,3.3
35.3,5.1
48.4,7.9
62.7,10.7
78.1,14.0
92.7,18.1
107.4,23.5
120.2,30.6
133.1,39.2
146.3,48.6
159.5,58.4
172.8,68.2
186.0,78.1
199.2,88.0
211.3,98.0
224.6,107.6
236.6,117.7
248.8,128.0
262.1,138.2
274.3,148.7
286.4,159.1
298.6,169.7
310.9,180.4
322.0,191.5
333.2,202.6
345.4,213.6
357.7,224.5
368.9,235.9
381.2,247.0
393.5,258.2
405.9,269.4
418.1,280.5
430.4,291.5
441.5,302.5
453.8,313.2
466.0,323.9
478.2,334.7
490.5,345.5
502.7,356.3
515.0,367.2
527.3,378.1
538.4,389.3
549.6,400.7
559.8,412.7
568.8,425.2
577.9,437.7
586.9,450.2
596.0,462.2
605.0,473.9
616.1,484.9
626.0,495.8
636.9,505.8
647.8,515.4
659.7,524.2
672.7,532.7
685.6,540.6
698.4,548.1
712.3,555.3
725.0,562.4
738.8,569.4
751.6,576.5
764.3,583.4
775.9,590.4
787.5,597.8
799.2,605.7
811.1,614.5
823.0,623.8
835.1,633.4
847.1,643.2
859.1,653.0
872.3,661.9
884.2,671.0
896.1,680.0
909.1,688.9
919.9,698.2
931.9,707.5
945.0,716.6
957.0,725.8
968.8,734.5
981.7,742.7
993.4,750.3
1006.2,757.3
1016.4,763.7
1026.5,768.7
1032.7,772.2
1035.3,774.1
1038.0,775.7
1040.6,777.7
1044.4,780.5
1050.7,783.7
1057.0,787.1
1062.2,790.5
1067.3,793.7
1071.4,797.5
1075.4,801.3
1079.5,805.3
1082.5,809.1
1085.2,811.7
1086.6,813.1
1086.6,813.3
1085.5,813.4
1085.5,813.3
1085.5,813.0
1085.4,812.9
1085.4,812.9
1084.3,812.7
1083.2,812.7
1083.1,812.6
1083.1,812.6
1083.1,812.6
1082.0,812.8
1082.1,812.9
1083.4,813.9
1084.9,816.3
1087.8,819.8
1092.0,824.6
1097.6,830.7
1104.6,837.3
1112.6,844.5
1120.8,851.8
1129.0,859.3
1138.3,866.4
1147.5,873.4
1157.7,879.2
1167.7,884.0
1179.7,887.4
1191.8,890.6
1203.9,894.4
1216.1,898.4
1228.3,902.8
1239.4,907.5
1250.6,912.1
1261.8,916.9
1272.8,921.5
1282.8,925.9
1292.6,930.0
1302.4,933.5
1311.0,937.0
1319.6,940.5
1328.3,944.3
1334.6,948.0
1339.8,951.4
1342.6,954.6
1346.7,958.6
1350.2,964.9
1347.9,972.3
1347.1,980.6
1346.6,990.4
1345.0,1001.0
1344.6,1011.5
1342.9,1021.5
1342.2,1030.7
1341.5,1039.4
1340.5,1047.7
1339.5,1054.8
1339.3,1060.1
1339.8,1063.2
1339.0,1064.7
1338.0,1065.5
1338.0,1065.8
1338.0,1066.0
1338.0,1066.0
1338.0,1066.0
1338.1,1066.1
1338.2,1066.8
1338.5,1068.3
1337.7,1070.6
1336.0,1073.8
1334.4,1077.2
1330.5,1080.9
1326.6,1084.9
1324.0,1089.4
1323.7,1094.4
1324.5,1099.2
1327.5,1103.2
1332.5,1105.3
1337.0,1105.2
1342.3,1103.0
1345.1,1099.6
1346.6,1095.3
1346.8,1089.7
1345.7,1083.3
1343.4,1076.6
1342.1,1069.0
1342.9,1060.7
1343.7,1052.2
1344.4,1043.3
1345.1,1033.9
1345.6,1024.1
1347.3,1014.0
1347.8,1004.0
1349.3,993.0
1350.7,980.8
1351.7,967.0
1352.5,952.0
1354.2,935.5
1355.8,917.8
1357.2,899.6
1357.3,880.8
1358.5,861.2
1359.6,841.2
1360.7,820.9
1361.8,800.7
1361.8,780.8
1361.8,760.9
1362.9,740.9
1362.8,720.7
1363.8,700.1
1364.9,679.6
1367.0,658.7
1368.0,638.1
1370.2,617.7
1371.3,597.2
1372.3,576.8
1374.5,555.9
1376.6,535.1
1380.9,513.9
1384.2,492.5
1387.4,471.3
1390.5,450.0
1393.8,429.0
1397.1,407.8
1400.3,386.6
1403.5,365.5
1406.8,344.5
1410.1,323.7
1413.4,303.1
1416.8,282.4
1420.0,261.7
1423.3,240.8
1427.8,220.1
1431.1,199.2
1435.5,178.3
1438.9,158.0
1444.6,138.1
1449.3,118.8
1454.1,100.0
1459.0,81.4
1465.0,63.6
1470.1,46.4
1476.4,29.1
1481.4,11.9
1488.6,-6.2
1494.6,-24.2
1501.7,-43.0
1509.9,-62.6
1516.8,-82.2
1524.9,-102.3
1532.9,-122.5
1540.9,-143.1
1548.8,-163.8
1556.7,-184.7
1564.6,-205.9
1572.4,-227.2
1581.4,-248.8
1589.2,-270.2
1595.9,-291.1
1603.8,-312.0
1610.7,-332.2
1617.6,-351.9
1623.6,-370.5
1629.7,-388.2
1635.1,-403.9
1640.7,-417.9
1644.2,-430.1
1648.1,-440.7
1651.2,-449.1
1653.5,-455.6
1655.0,-460.2
1656.7,-463.5
1657.4,-465.8
1658.3,-467.2
1658.2,-467.6
1658.1,-468.0
1659.0,-469.4
1660.8,-472.5
1662.3,-476.8
1663.6,-482.4
1666.9,-490.0
1668.8,-498.4
1672.8,-508.3
1676.6,-519.0
1680.3,-531.0
1684.8,-544.4
1690.3,-558.7
1694.6,-573.5
1700.0,-589.0
1706.3,-605.5
1712.6,-622.4
1719.9,-639.9
1727.2,-657.7
1733.2,-676.1
1740.3,-695.0
1747.2,-714.2
1754.2,-734.1
1761.0,-754.1
1768.0,-774.2
1774.8,-794.6
1781.6,-815.1
1789.5,-835.7
1797.5,-856.6
1804.3,-877.4
1813.3,-898.4
1821.2,-919.2
1830.2,-940.2
1839.3,-961.2
1849.6,-982.1
1859.8,-1002.9
1870.0,-1023.7
1881.4,-1044.5
1891.7,-1064.9
1904.3,-1085.5
1915.9,-1105.6
1928.5,-1125.7
1941.2,-1145.6
1954.0,-1165.2
1968.0,-1184.8
1980.8,-1204.0
1994.9,-1222.3
2008.0,-1240.3
2021.1,-1257.9
2035.4,-1275.1
2049.9,-1292.0
2063.2,-1308.2
2076.5,-1324.6
2089.9,-1340.7
2102.0,-1356.4
2114.4,-1371.9
2127.8,-1387.3
2139.0,-1402.2
2151.4,-1417.0
2162.7,-1431.3
2174.2,-1445.2
2185.6,-1458.8
2196.0,-1471.6
2206.4,-1484.4
2216.9,-1497.1
2226.2,-1509.5
2236.7,-1522.0
2247.2,-1534.3
2256.5,-1546.4
2265.9,-1558.5
2276.5,-1570.6
2285.9,-1582.5
2295.2,-1594.5
2305.6,-1607.2
2316.1,-1620.0
2326.5,-1632.9
2337.0,-1645.0
2346.4,-1657.0
2357.0,-1669.1
2366.3,-1681.1
2375.7,-1693.0
2384.0,-1704.8
2392.3,-1716.6
2400.5,-1728.3
2407.8,-1739.7
2414.9,-1751.2
2423.1,-1763.1
2431.4,-1775.0
2439.7,-1786.8
2447.9,-1798.5
2457.3,-1810.5
2466.8,-1822.5
2476.2,-1834.6
2486.7,-1846.9
2496.0,-1859.1
2506.5,-1871.3
2517.0,-1883.7
2527.5,-1895.9
2538.0,-1908.1
2548.6,-1920.1
2558.0,-1932.3
2568.4,-1944.7
2578.9,-1957.0
2589.4,-1969.7
2599.8,-1982.3
2610.3,-1995.0
2621.8,-2007.9
2632.2,-2020.5
2642.7,-2033.3
2653.1,-2046.1
2663.5,-2059.0
2672.7,-2072.0
2680.7,-2085.1
2689.9,-2098.5
2696.8,-2111.7
2703.6,-2125.3
2710.4,-2138.6
2716.2,-2151.2
2720.9,-2163.7
2726.7,-2176.4
2732.6,-2189.0
2737.3,-2201.3
2743.1,-2214.1
