x,y
0.0,0.0
-8.1,0.4
-16.2,0.8
-24.2,0.1
-32.1,-1.9
-39.6,-5.0
-46.5,-8.2
-52.0,-11.8
-55.8,-13.3
-59.0,-15.0
-62.1,-15.5
-66.1,-17.0
-70.6,-17.3
-76.0,-18.6
-81.3,-17.5
-86.9,-16.5
-91.1,-13.4
-94.0,-10.5
-95.1,-9.1
-95.1,-8.0
-95.1,-8.0
-95.0,-8.0
-94.9,-8.0
-94.8,-8.1
-94.7,-8.1
-94.4,-8.1
-94.3,-8.2
-94.0,-8.2
-93.5,-8.3
-93.3,-8.3
-92.6,-7.4
-92.2,-7.4
-92.0,-6.3
-92.5,-5.1
-93.3,-1.6
-94.3,3.2
-96.0,7.0
-97.6,11.8
-100.3,15.7
-103.6,19.9
-108.3,21.9
-113.3,24.0
-119.2,22.8
-126.4,19.7
-134.1,14.2
-142.1,7.7
-149.8,2.3
-157.9,-4.1
-166.5,-11.6
-175.7,-19.1
-185.1,-27.6
-194.3,-35.1
-203.9,-42.4
-214.0,-50.8
-224.1,-58.1
-236.0,-66.2
-247.3,-73.2
-258.9,-80.1
-270.7,-88.3
-282.1,-95.3
-293.1,-102.4
-303.6,-108.4
-313.7,-114.5
-323.6,-120.7
-333.8,-126.8
-344.4,-133.9
-354.5,-141.2
-366.0,-148.2
-377.4,-155.2
-388.5,-161.1
-400.0,-168.1
-411.4,-175.1
-423.0,-183.3
-434.2,-190.3
-444.8,-197.5
-454.5,-205.9
-463.8,-214.5
-472.9,-222.0
-482.1,-229.4
-491.9,-237.8
-501.9,-245.1
-512.0,-253.6
-521.7,-260.9
-531.5,-268.2
-541.3,-275.5
-551.6,-282.7
-562.7,-289.8
-574.3,-296.8
-585.8,-302.6
-597.9,-309.5
-610.1,-314.1
-622.3,-318.6
-634.5,-322.0
-646.9,-326.5
-659.2,-328.7
-671.6,-332.1
-684.3,-335.5
-696.7,-339.9
-709.1,-344.5
-721.3,-350.2
-733.3,-356.0
-745.5,-362.8
-757.4,-368.6
-769.4,-375.5
-780.8,-381.4
-791.7,-387.3
-802.4,-393.3
-813.3,-399.3
-824.5,-405.2
-836.2,-412.1
-848.5,-417.8
-861.2,-423.5
-874.1,-429.1
-886.9,-434.7
-899.7,-441.4
-912.4,-447.0
-925.7,-453.7
-938.9,-459.2
-952.0,-465.9
-965.5,-472.5
-978.5,-479.2
-991.3,-486.0
-1003.8,-492.8
-1016.2,-499.6
-1028.9,-507.6
-1041.3,-514.4
-1054.1,-522.3
-1067.1,-530.2
-1080.1,-536.9
-1093.3,-544.8
-1106.4,-552.6
-1119.7,-561.6
-1132.8,-569.4
-1146.2,-577.3
-1159.3,-585.1
-1172.5,-594.1
-1185.1,-602.1
-1196.9,-610.2
-1207.2,-618.6
-1216.1,-627.2
-1223.5,-636.2
-1229.8,-645.3
-1235.6,-654.5
-1241.1,-663.7
-1246.7,-674.1
-1252.2,-683.4
-1257.7,-693.9
-1263.4,-705.5
-1268.6,-714.8
-1273.1,-723.1
-1276.2,-729.4
-1278.1,-734.7
-1278.1,-735.8
-1277.3,-738.2
-1275.3,-739.7
-1272.4,-742.7
-1268.0,-745.8
-1262.1,-749.1
-1255.0,-752.9
-1246.9,-756.7
-1238.1,-761.8
-1228.3,-767.2
-1217.7,-772.6
-1206.5,-778.2
-1195.7,-784.9
-1185.1,-792.8
-1174.6,-800.5
-1164.7,-810.4
-1155.0,-820.4
-1145.4,-830.3
-1136.1,-840.1
-1127.0,-851.0
-1118.0,-860.9
-1109.3,-871.8
-1100.6,-881.5
-1092.1,-891.2
-1083.8,-900.8
-1076.3,-910.3
-1069.7,-919.6
-1064.4,-929.9
-1059.6,-938.8
-1055.8,-948.7
-1053.3,-956.0
-1052.9,-959.5
-1053.0,-960.6
-1053.0,-960.6
-1052.9,-960.6
-1052.7,-961.8
-1051.9,-962.0
-1050.6,-964.5
-1049.8,-969.3
-1049.3,-973.9
-1049.6,-979.6
-1050.0,-985.2
-1051.1,-991.9
-1052.6,-999.6
-1054.3,-1007.2
-1055.7,-1013.9
-1057.2,-1020.5
-1058.6,-1027.0
-1059.4,-1032.6
-1058.1,-1036.2
-1054.0,-1039.3
-1051.0,-1043.4
-1046.0,-1044.3
-1040.5,-1045.4
-1034.8,-1045.3
-1029.5,-1046.3
-1025.2,-1047.1
-1021.8,-1045.5
-1021.0,-1045.7
-1021.0,-1045.7
-1021.7,-1046.7
-1022.5,-1046.5
-1023.4,-1046.3
-1024.3,-1047.3
-1024.8,-1047.2
-1025.2,-1047.1
-1025.5,-1047.1
-1025.5,-1047.1
-1025.7,-1047.0
-1025.8,-1047.0
-1026.0,-1047.0
-1026.2,-1047.0
-1026.2,-1047.0
-1026.0,-1047.0
-1025.6,-1045.9
-1025.5,-1046.0
-1025.3,-1046.0
-1025.3,-1046.0
-1025.5,-1047.1
-1025.5,-1047.1
-1025.5,-1047.1
-1025.5,-1047.1
-1025.7,-1048.2
-1025.7,-1048.2
-1025.7,-1048.2
