x,y
0.0,0.0
0.0,0.2
0.0,0.1
0.1,-0.2
0.1,-0.6
0.1,-0.3
0.1,-0.2
0.5,-0.2
0.4,0.1
0.4,0.3
0.6,0.5
0.6,0.5
0.7,0.2
0.7,0.1
0.7,0.0
0.7,-0.1
0.7,-0.3
0.8,-0.4
-0.6,-1.5
-1.8,-2.4
-2.5,-2.9
-2.9,-3.3
-2.8,-3.6
-3.2,-3.9
-3.6,-4.2
-3.6,-4.3
-3.5,-4.5
-3.9,-4.8
-3.5,-5.1
-3.8,-5.3
-3.8,-5.3
-3.8,-5.3
-3.8,-5.3
-3.9,-5.1
-3.9,-5.1
-3.8,-5.3
-3.8,-5.3
-3.5,-5.0
-3.1,-4.6
-2.8,-4.0
-2.4,-3.3
-2.4,-3.3
-2.8,-4.0
-2.5,-5.5
-1.0,-6.6
0.7,-6.9
1.7,-6.3
2.2,-5.8
2.2,-5.5
1.6,-5.3
1.3,-5.2
0.4,-4.9
-0.8,-4.8
-2.2,-4.8
-2.7,-4.7
-2.7,-4.3
-2.1,-3.5
-1.8,-2.4
-0.8,-0.4
-0.3,1.8
1.0,4.8
2.8,8.0
4.5,11.3
7.5,14.4
11.5,17.4
15.4,20.7
20.4,24.0
25.6,27.8
31.3,31.6
37.6,34.8
44.1,37.6
50.7,39.8
57.5,41.5
63.2,43.1
69.7,44.0
76.0,44.4
82.1,44.7
87.9,45.8
94.1,48.0
100.0,52.0
104.3,57.4
106.1,64.3
106.1,71.5
106.0,79.1
105.6,86.4
105.9,93.2
106.9,99.5
109.0,104.9
111.3,109.2
113.9,112.2
115.8,113.7
117.0,114.4
118.7,114.8
120.8,114.7
124.1,113.7
127.9,111.8
131.3,109.2
135.6,106.3
141.9,102.9
148.6,99.0
156.3,95.0
164.5,90.5
171.2,85.4
179.8,80.5
188.6,75.6
198.1,70.6
208.5,65.8
218.9,61.1
228.0,56.1
236.1,50.7
244.5,45.4
252.6,40.0
262.7,34.9
272.3,30.1
281.0,25.2
290.3,20.2
300.5,15.5
310.1,10.2
320.9,5.4
330.9,0.1
341.0,-5.6
351.6,-11.9
362.2,-18.0
373.7,-24.1
384.3,-30.2
393.4,-36.9
404.7,-42.5
415.8,-48.0
426.2,-53.4
435.9,-58.8
447.3,-62.3
456.6,-66.2
465.8,-69.6
475.6,-73.1
483.5,-77.3
492.7,-81.5
501.6,-86.0
510.3,-90.8
519.6,-95.6
528.8,-99.8
537.8,-104.3
547.0,-109.1
555.5,-113.9
564.9,-118.2
573.3,-122.8
579.7,-127.4
584.1,-131.4
587.7,-134.5
590.3,-137.1
591.9,-139.8
592.2,-141.6
592.3,-142.3
592.3,-142.3
592.3,-142.2
592.3,-142.0
592.3,-141.8
591.8,-142.1
591.3,-143.1
590.6,-145.4
588.6,-148.4
584.8,-151.4
579.6,-154.4
573.4,-158.2
565.7,-162.6
557.4,-167.3
548.5,-172.2
538.1,-177.7
527.3,-183.7
516.6,-189.7
505.3,-195.8
493.2,-201.9
480.7,-208.0
467.6,-214.3
454.7,-220.6
442.1,-226.6
429.2,-232.8
416.6,-238.9
404.1,-244.9
391.1,-251.3
378.2,-257.7
365.3,-264.8
352.6,-271.6
340.5,-278.3
327.7,-285.6
315.9,-292.1
304.3,-298.4
293.2,-304.5
282.7,-310.3
272.9,-316.1
262.9,-321.5
253.6,-326.6
245.2,-331.3
237.2,-335.4
228.8,-339.9
220.0,-344.4
210.0,-349.7
199.1,-355.3
187.8,-361.3
176.2,-367.5
163.3,-374.0
150.0,-380.8
136.7,-388.0
122.6,-395.3
108.5,-402.6
94.4,-410.1
80.2,-417.5
66.3,-425.0
52.1,-432.7
37.8,-440.3
24.0,-447.7
10.4,-455.3
-4.4,-463.3
-18.7,-471.2
-33.5,-479.5
-48.5,-487.7
-63.3,-496.2
-78.5,-504.7
-93.8,-513.2
-109.8,-521.3
-125.6,-528.2
-142.3,-533.3
-159.3,-536.2
-177.3,-537.0
-195.3,-536.3
-213.9,-535.1
-232.0,-533.1
-250.7,-531.2
-268.8,-529.7
-286.4,-529.0
-303.4,-529.9
-320.7,-532.6
-336.8,-537.0
-352.9,-543.3
-368.8,-551.1
-383.5,-560.1
-397.6,-569.8
-411.3,-580.4
-423.9,-591.4
-435.6,-602.9
-446.1,-615.6
-454.0,-630.2
-460.1,-645.5
-465.4,-661.4
-471.2,-676.8
-478.4,-691.4
-487.8,-704.6
-501.8,-716.5
-517.1,-726.6
-533.2,-735.9
-549.6,-744.3
-566.7,-752.7
-585.2,-760.5
-602.6,-769.2
-619.4,-779.0
-634.8,-790.6
-648.4,-804.0
-662.3,-819.5
-674.7,-834.8
-687.1,-850.7
-699.5,-866.7
-711.8,-882.9
-724.0,-899.8
-735.9,-915.9
-747.5,-932.1
-757.9,-948.0
-768.0,-963.6
-778.2,-979.5
-787.7,-995.2
-796.8,-1010.4
-804.7,-1024.6
-810.0,-1038.8
-816.9,-1049.9
-822.4,-1059.3
-827.2,-1067.4
-831.0,-1073.6
-833.6,-1078.4
-836.0,-1082.5
-837.7,-1085.5
-838.6,-1087.5
-839.3,-1088.5
-839.9,-1088.9
-839.9,-1088.7
-838.6,-1087.7
-838.3,-1087.1
-838.0,-1086.6
-837.5,-1086.2
-837.0,-1085.9
-837.0,-1085.7
-837.0,-1085.5
-836.8,-1085.3
-836.9,-1085.1
-836.5,-1085.0
