x,y
0.0,0.0
-0.6,-4.8
-1.2,-9.5
-1.6,-14.2
-2.1,-19.0
-3.1,-24.8
-4.0,-30.6
-5.7,-37.3
-7.0,-42.9
-9.0,-49.4
-11.1,-54.6
-13.2,-59.9
-16.1,-65.9
-18.6,-71.0
-21.5,-75.8
-24.4,-80.7
-26.8,-84.4
-29.9,-89.1
-32.6,-92.7
-35.5,-96.4
-38.2,-100.0
-39.9,-101.7
-41.6,-103.4
-42.6,-105.4
-43.9,-108.5
-45.5,-111.5
-48.2,-115.1
-52.0,-119.4
-55.6,-122.7
-59.5,-127.0
-63.3,-131.5
-66.6,-134.8
-69.5,-138.4
-72.4,-141.9
-74.5,-144.7
-76.6,-147.3
-79.8,-150.8
-82.6,-153.1
-86.6,-154.9
-91.4,-155.0
-97.1,-153.5
-103.0,-150.6
-109.1,-143.8
-115.2,-138.3
-121.8,-133.8
-128.5,-129.2
-134.8,-124.9
-141.2,-120.4
-147.7,-116.0
-155.9,-113.3
-163.8,-110.6
-171.6,-106.7
-179.1,-103.0
-187.4,-100.2
-194.9,-96.5
-202.6,-93.9
-209.9,-90.4
-217.2,-88.1
-223.5,-84.9
-229.4,-82.0
-235.5,-80.3
-240.7,-77.8
-245.2,-75.4
-249.1,-72.3
-251.9,-68.5
-253.0,-62.9
-251.9,-57.2
-249.2,-51.0
-245.6,-45.3
-241.9,-39.6
-237.5,-34.3
-232.5,-27.9
-224.8,-22.9
-217.3,-16.5
-211.1,-10.9
-204.7,-5.2
-198.1,-1.0
-190.7,4.2
-184.3,7.3
-177.2,11.4
-169.7,15.2
-162.8,19.3
-156.4,23.6
-150.5,28.3
-144.8,34.2
-139.9,39.3
-135.7,44.7
-131.8,50.4
-128.5,56.3
-125.3,62.2
-122.7,67.2
-119.4,73.0
-116.5,77.9
-113.5,81.4
-109.6,84.5
-105.6,85.0
-101.8,83.1
-98.4,80.2
-95.7,76.4
-92.8,73.7
-89.6,70.9
-85.9,69.0
-82.2,67.2
-79.5,64.7
-77.0,63.5
-75.1,63.7
-73.5,65.4
-73.5,65.4
-73.6,65.5
-74.0,65.7
-75.1,65.0
-76.9,63.4
-77.8,62.6
-78.4,61.6
-78.9,60.6
-78.9,60.6
-78.3,61.5
-77.4,62.4
-75.9,64.1
-75.0,64.9
-74.3,65.8
-74.3,65.8
-74.4,65.9
-74.4,65.9
-74.4,65.9
-74.4,65.9
-74.4,65.9
-74.4,65.9
-74.4,65.9
-74.4,65.9
-74.4,65.9
-74.4,65.9
-74.4,65.9
-74.4,65.9
-74.4,65.9
-74.4,65.9
-74.5,65.9
-74.5,65.9
-74.5,65.9
-74.5,65.9
-74.5,65.9
-74.5,65.9
-74.5,65.9
-74.5,65.9
-74.5,65.9
-74.5,65.9
-74.5,65.9
-74.5,65.9
-74.5,65.9
-74.6,66.0
-74.6,66.0
-74.6,66.0
-74.6,66.0
-74.6,66.0
-74.6,66.0
-74.7,66.0
-74.7,66.0
-74.9,66.1
-74.9,66.1
-75.0,66.2
-75.1,66.2
-75.2,66.3
-75.5,66.4
-75.6,66.5
-75.6,66.5
-75.7,66.5
-75.5,67.6
-75.5,67.7
-75.6,67.7
-75.8,67.8
-75.9,67.8
-75.9,67.8
-76.0,67.9
-76.1,67.9
-76.2,68.0
-76.2,68.0
-76.3,68.1
-76.3,68.1
-76.4,68.1
-75.9,69.1
-75.9,69.1
