x,y
0.0,0.0
-0.3,-0.5
-2.5,0.2
-5.6,1.4
-7.8,4.4
-9.1,9.0
-9.2,15.4
-9.4,23.9
-9.4,32.8
-9.3,41.8
-8.9,51.5
-8.1,61.5
-7.5,71.3
-6.2,80.2
-5.7,87.9
-4.3,92.5
-4.2,94.8
-4.0,95.1
-4.1,95.0
-4.2,94.9
-4.2,94.8
-4.3,94.7
-4.3,94.6
-4.4,94.5
-4.4,94.4
-4.4,94.4
-4.5,94.4
-4.5,94.3
-4.6,94.1
-4.6,94.1
-4.6,94.1
-4.7,94.0
-4.7,94.0
-4.7,94.0
-4.7,94.0
-4.7,94.0
-4.7,94.0
-4.7,94.0
-4.7,94.0
-4.7,94.0
-4.7,94.0
-4.7,94.0
-4.7,94.0
-4.7,94.0
-4.7,94.0
-4.7,94.0
-4.7,94.0
-4.7,94.0
-4.7,94.0
-4.7,94.0
-4.7,94.0
-4.7,94.0
-4.7,94.0
-4.7,94.0
-4.7,94.0
-4.7,94.0
-4.7,94.0
-4.7,94.0
-4.7,94.0
-4.7,94.0
-4.7,94.0
-4.7,94.0
-4.7,94.0
-4.7,94.0
-4.7,94.0
-4.7,94.0
-4.7,94.0
-4.7,94.0
-4.7,94.0
-4.7,94.0
-4.7,94.0
-4.7,94.0
-4.7,94.0
-4.6,94.1
-4.6,94.1
-4.3,94.7
-4.0,97.4
-1.5,101.7
0.7,107.6
3.2,114.0
6.3,121.4
10.8,129.0
15.3,136.8
19.2,145.5
24.1,154.0
29.5,163.1
34.0,172.9
39.4,182.2
45.0,191.7
49.8,202.1
55.5,211.7
60.9,220.9
65.9,229.5
69.6,238.1
74.0,245.4
78.1,252.5
82.6,259.9
87.4,268.0
92.6,277.1
97.4,287.3
103.6,297.9
110.3,309.3
117.4,321.4
124.1,335.0
132.0,348.2
138.6,361.9
145.3,375.4
153.0,388.5
159.7,402.0
166.3,415.5
173.7,428.2
179.9,441.0
185.9,453.3
191.8,465.5
198.9,477.8
204.5,489.4
210.9,500.4
216.5,512.0
223.2,523.3
229.2,535.8
236.1,547.6
243.4,559.9
249.7,572.9
256.1,586.0
263.5,598.6
270.0,611.8
276.5,625.1
284.1,637.9
290.5,651.0
297.7,663.4
304.9,675.6
311.1,688.5
317.3,701.2
324.3,713.0
330.2,725.2
336.8,736.3
342.0,747.6
346.8,758.0
351.9,766.5
356.0,773.7
359.2,778.9
361.3,782.4
362.2,784.0
362.9,785.3
363.8,786.7
365.9,788.2
369.0,789.1
373.6,787.9
378.4,785.0
384.1,781.4
389.7,777.7
397.3,772.8
404.7,767.6
412.0,762.4
420.4,756.6
427.9,751.5
436.8,746.8
446.3,742.9
456.6,740.3
467.3,738.5
478.2,737.0
489.2,735.7
500.0,734.0
510.5,731.9
520.7,729.1
530.3,725.6
539.6,721.4
546.7,717.9
554.3,712.9
559.4,708.5
563.5,704.4
567.4,700.0
571.3,695.5
575.1,690.7
579.7,685.4
584.4,680.0
590.0,674.0
596.1,666.7
604.1,660.4
611.9,655.7
619.7,651.3
627.6,646.9
634.6,643.2
640.4,639.9
646.2,636.5
652.4,633.6
658.8,631.3
666.4,628.6
674.3,626.6
682.4,624.9
689.4,623.4
697.2,621.0
702.9,619.7
709.6,617.7
715.1,616.3
720.2,616.0
725.9,616.9
730.7,620.5
734.3,626.7
738.9,634.4
742.1,644.3
745.6,654.7
749.4,665.6
754.2,678.2
759.6,689.6
764.9,700.9
771.0,711.3
776.0,722.0
781.0,732.7
786.6,742.2
791.6,750.8
796.2,758.6
800.1,765.3
804.6,770.5
807.5,775.7
809.1,780.6
808.2,785.7
803.1,790.1
797.1,793.2
789.8,796.5
782.3,799.2
774.6,801.5
766.4,803.2
757.1,805.3
748.7,806.5
739.1,807.9
730.3,808.5
721.3,808.7
713.0,807.9
703.7,807.7
695.5,807.0
687.4,806.6
679.6,806.7
672.2,807.4
664.4,809.5
658.0,811.9
650.0,816.1
642.2,820.6
635.4,824.7
628.5,828.4
621.2,831.6
614.4,833.2
609.1,831.1
604.4,827.2
602.7,822.2
601.9,816.5
601.3,811.0
600.6,805.4
599.3,800.9
597.1,797.4
594.0,796.5
592.6,796.3
591.6,796.7
591.6,796.8
591.7,796.9
591.7,796.9
591.7,797.0
592.7,796.4
592.7,796.4
592.8,796.5
592.8,796.5
592.8,796.7
592.8,796.7
592.8,796.7
592.8,796.7
592.8,796.7
592.8,796.7
592.8,796.5
593.7,796.0
593.7,796.0
593.7,796.0
593.7,796.0
593.7,795.9
593.7,795.9
593.7,795.9
593.7,795.9
593.7,795.9
593.6,795.8
593.6,795.8
593.6,795.8
593.6,795.8
593.6,795.8
593.6,795.8
593.6,795.8
593.6,795.7
593.6,795.7
593.6,795.8
593.6,795.8
593.7,795.9
593.7,796.0
593.7,796.0
593.8,796.1
593.8,796.1
593.8,796.1
593.8,796.2
593.9,796.2
593.9,796.2
593.9,796.2
593.0,796.9
593.0,796.9
593.1,797.0
593.1,797.0
592.1,797.7
592.1,797.7
592.2,797.8
592.2,797.8
592.2,797.8
592.2,797.8
592.3,797.9
592.3,797.9
591.3,798.4
591.3,798.4
591.3,798.4
591.3,798.4
591.3,798.4
591.4,798.6
591.4,798.6
591.3,798.4
591.3,798.4
591.3,798.4
591.3,798.4
591.4,798.6
591.4,798.6
591.4,798.6
591.4,798.6
591.4,798.6
591.4,798.6
591.4,798.6
591.4,798.6
591.4,798.6
591.4,798.6
591.4,798.6
591.4,798.6
591.4,798.6
591.3,798.4
592.3,797.9
592.2,797.8
592.2,797.8
592.1,797.7
592.1,797.7
592.1,797.7
