x,y
0.0,0.0
1.4,6.8
3.0,11.0
4.3,14.1
5.1,16.1
6.2,18.1
7.8,21.2
9.4,24.1
11.2,29.4
13.0,36.1
14.9,42.7
17.5,47.6
21.3,50.7
26.6,53.2
31.8,51.9
36.6,48.3
41.3,43.6
45.7,37.7
50.4,31.7
55.4,25.6
61.2,20.3
66.6,15.2
71.9,10.1
77.7,6.0
83.7,1.9
89.5,-2.1
95.2,-6.2
101.2,-10.3
106.9,-15.6
113.0,-19.7
119.4,-24.1
126.3,-28.6
133.1,-33.2
139.8,-37.6
145.9,-41.9
152.1,-44.9
157.4,-48.6
161.9,-52.1
165.9,-55.2
169.1,-58.0
173.1,-59.9
177.5,-62.0
181.9,-64.2
186.1,-66.3
189.5,-67.9
192.0,-69.1
192.6,-70.6
192.7,-70.7
192.9,-70.7
193.8,-71.2
195.9,-72.2
199.5,-72.7
202.8,-75.5
207.4,-77.7
211.7,-81.1
216.9,-83.6
221.8,-87.2
226.9,-90.9
230.8,-94.0
234.0,-95.6
236.1,-97.8
238.6,-100.3
242.8,-102.2
247.5,-104.6
250.8,-107.4
252.8,-108.3
253.4,-108.7
253.6,-108.7
253.6,-109.9
254.3,-110.3
255.6,-110.9
257.3,-111.7
259.0,-112.6
261.1,-113.6
265.2,-114.3
270.9,-115.8
276.9,-118.8
283.1,-121.7
287.7,-126.4
292.0,-131.0
295.4,-136.4
299.5,-140.8
304.0,-145.5
309.3,-150.6
314.8,-155.7
321.1,-160.0
327.8,-163.2
333.7,-167.4
340.3,-170.5
346.3,-174.6
353.3,-178.1
360.7,-181.6
368.3,-185.3
375.7,-190.1
383.9,-194.1
392.3,-198.1
400.3,-203.2
408.2,-208.2
415.6,-214.3
423.5,-219.4
431.7,-224.5
439.7,-229.7
446.9,-237.0
454.5,-243.1
461.8,-250.4
469.3,-256.5
476.1,-263.6
483.4,-269.5
490.6,-275.6
497.0,-283.6
503.3,-291.7
509.6,-299.7
514.4,-309.6
519.8,-318.4
524.8,-328.3
529.8,-339.5
535.8,-348.6
541.2,-360.0
546.9,-370.4
552.7,-380.7
558.8,-391.2
564.5,-402.6
570.3,-414.2
576.1,-425.8
582.1,-437.5
588.4,-448.1
593.4,-460.5
598.9,-471.8
603.4,-484.1
608.0,-496.3
612.4,-508.5
616.5,-520.6
620.5,-532.5
624.7,-543.3
627.7,-554.8
630.4,-566.2
633.0,-577.4
635.4,-588.5
637.5,-599.7
639.8,-610.7
641.0,-623.9
643.0,-634.8
644.2,-646.7
644.8,-659.5
646.1,-671.5
647.6,-682.2
648.6,-694.0
649.8,-705.8
651.3,-716.5
652.3,-728.3
653.3,-740.1
654.5,-751.9
655.6,-763.7
656.3,-777.9
657.3,-791.0
658.7,-802.8
659.1,-816.9
659.7,-829.7
660.8,-841.5
660.9,-855.3
661.2,-869.3
662.7,-881.3
664.3,-893.4
666.2,-905.6
668.1,-917.8
670.1,-930.1
673.2,-940.3
676.1,-950.4
679.1,-960.7
682.2,-969.7
685.3,-978.6
687.1,-989.5
689.6,-998.3
691.4,-1007.9
693.8,-1016.5
696.1,-1025.1
698.3,-1033.7
700.6,-1042.3
703.3,-1049.8
705.3,-1057.1
707.9,-1062.0
711.2,-1066.1
715.4,-1069.4
720.9,-1073.3
729.0,-1075.9
738.2,-1077.9
747.8,-1077.5
755.2,-1077.4
761.5,-1076.7
767.6,-1077.1
775.9,-1076.1
785.4,-1075.6
796.2,-1074.6
807.6,-1073.8
818.4,-1074.0
828.1,-1073.7
835.4,-1073.5
842.7,-1072.0
849.8,-1072.9
858.4,-1074.6
867.8,-1079.2
878.2,-1085.4
888.3,-1094.0
897.2,-1104.6
903.8,-1116.6
908.2,-1128.7
910.5,-1138.6
912.2,-1145.7
913.1,-1152.4
