x,y
0.0,0.0
4.7,-4.4
8.3,-8.5
11.8,-12.5
16.4,-16.7
22.2,-21.3
29.2,-26.8
37.3,-31.8
44.3,-36.8
51.1,-41.6
57.0,-46.3
63.9,-51.1
70.9,-55.4
77.7,-59.5
84.6,-63.6
92.7,-67.7
100.7,-71.7
107.7,-75.7
115.7,-79.6
122.6,-83.6
130.7,-87.3
138.7,-91.0
145.5,-94.8
152.5,-98.6
159.4,-102.1
166.3,-105.4
173.1,-109.0
180.0,-112.7
186.9,-116.1
191.5,-119.3
198.4,-122.6
204.2,-125.9
209.9,-129.0
215.7,-131.9
221.3,-134.7
226.0,-137.3
231.7,-140.1
236.3,-142.7
242.0,-145.3
247.8,-148.3
254.6,-151.6
261.5,-155.0
267.3,-158.0
271.8,-159.7
274.0,-161.1
275.2,-161.6
276.3,-161.8
275.2,-161.7
275.2,-162.3
277.5,-163.2
278.7,-164.3
282.1,-166.1
285.5,-168.0
290.1,-169.9
294.7,-172.3
299.3,-175.3
306.2,-178.1
311.9,-181.3
319.9,-185.0
329.2,-189.0
337.2,-193.6
345.3,-197.9
352.1,-201.9
360.2,-205.8
367.1,-210.3
375.2,-214.5
384.3,-219.2
392.4,-223.8
401.7,-228.7
409.8,-233.6
419.0,-238.2
427.0,-242.9
434.0,-247.2
442.0,-250.8
447.7,-254.3
454.6,-257.8
460.4,-261.2
467.2,-264.7
473.0,-268.3
480.0,-271.7
486.8,-275.1
492.5,-278.2
497.1,-280.9
500.6,-283.0
502.9,-284.3
502.9,-285.0
504.1,-285.3
502.9,-285.6
502.9,-285.6
502.9,-285.6
502.9,-285.6
502.9,-285.6
502.9,-285.6
502.9,-285.6
503.0,-286.1
505.2,-287.0
507.5,-288.9
510.9,-291.2
515.6,-293.2
519.0,-295.2
523.6,-298.2
527.1,-301.4
531.7,-303.8
536.2,-306.6
542.0,-309.4
547.7,-312.9
554.6,-316.8
561.6,-321.0
569.7,-325.7
578.8,-330.7
586.9,-335.7
595.0,-340.9
603.1,-346.2
610.1,-351.1
618.2,-356.2
625.2,-361.4
632.1,-367.0
640.2,-372.5
648.3,-378.2
655.3,-383.7
662.3,-389.1
668.1,-393.5
673.9,-397.4
678.5,-400.5
682.0,-403.3
685.5,-406.0
688.9,-408.9
692.4,-412.1
697.1,-416.0
701.7,-421.3
707.6,-427.9
714.7,-434.8
720.6,-441.9
727.7,-448.9
733.5,-456.0
740.6,-463.2
747.6,-470.9
754.7,-478.7
762.9,-486.7
771.2,-495.2
779.5,-504.2
787.7,-513.1
796.0,-522.4
804.3,-531.6
813.7,-541.0
821.9,-550.4
830.3,-559.9
839.7,-569.3
847.9,-578.7
857.4,-588.1
866.9,-598.1
876.3,-608.3
885.8,-618.4
895.2,-628.8
903.6,-639.4
912.9,-649.5
922.4,-659.5
930.7,-669.2
938.9,-678.3
947.3,-687.1
955.5,-696.1
963.7,-704.8
972.0,-713.8
980.3,-723.4
988.6,-733.4
998.1,-743.5
1007.5,-754.2
1017.0,-765.0
1026.4,-775.9
1036.0,-786.6
1045.5,-797.2
1056.1,-807.7
1065.5,-818.2
1075.0,-828.8
1083.3,-839.2
1092.8,-849.4
1101.1,-859.4
1109.3,-868.6
1116.4,-876.8
1122.3,-883.7
1127.1,-888.7
1130.6,-892.6
1134.0,-895.8
1137.5,-898.5
1139.9,-900.8
1142.2,-902.5
1146.7,-904.0
1150.1,-905.7
1155.8,-907.4
1161.4,-908.8
1166.1,-910.4
1169.5,-913.5
1171.9,-918.7
1173.3,-925.5
1170.2,-932.0
1163.7,-938.4
1155.0,-945.0
1142.8,-953.3
1131.9,-964.0
1123.3,-976.8
1113.7,-991.2
1106.4,-1006.7
1100.2,-1022.5
1095.1,-1037.7
1090.0,-1051.7
1087.0,-1063.4
1084.0,-1072.0
1082.0,-1076.9
1079.8,-1079.5
1079.8,-1079.7
1079.8,-1079.6
1079.8,-1079.7
1079.9,-1080.8
1078.9,-1082.8
1079.0,-1086.2
1076.9,-1090.7
1075.9,-1095.9
1073.9,-1101.9
1070.8,-1108.3
1065.4,-1113.1
1057.7,-1116.0
1050.9,-1116.0
1041.8,-1114.4
1032.8,-1112.3
1022.5,-1110.2
1011.1,-1107.8
999.7,-1105.3
988.3,-1103.0
975.8,-1100.9
963.2,-1098.7
950.7,-1096.6
938.2,-1094.5
925.7,-1092.4
913.2,-1090.2
901.8,-1087.9
889.3,-1085.5
877.9,-1083.2
866.5,-1080.9
854.1,-1078.6
840.3,-1076.1
827.8,-1073.9
815.2,-1071.6
802.7,-1069.4
791.4,-1067.3
781.1,-1065.5
772.1,-1064.2
761.9,-1064.1
753.0,-1065.3
742.9,-1068.7
733.0,-1073.2
723.0,-1078.1
713.0,-1083.5
703.2,-1090.2
693.3,-1098.6
685.8,-1108.5
678.3,-1118.3
671.9,-1127.8
665.4,-1137.1
659.0,-1146.0
652.6,-1154.8
646.1,-1163.2
640.9,-1171.7
633.2,-1180.3
626.9,-1189.3
619.3,-1198.6
610.6,-1207.1
600.8,-1214.6
589.7,-1220.9
578.6,-1226.8
568.7,-1232.3
556.5,-1238.1
545.3,-1243.7
534.2,-1249.1
523.2,-1253.9
515.5,-1258.4
508.9,-1263.6
503.5,-1269.6
497.0,-1275.8
489.3,-1280.9
482.7,-1284.8
476.0,-1287.5
470.5,-1289.3
468.3,-1290.2
466.0,-1290.8
466.0,-1291.1
465.0,-1291.7
462.8,-1292.8
459.5,-1294.9
455.2,-1297.1
448.4,-1298.6
440.6,-1299.0
430.5,-1299.3
420.3,-1301.0
410.3,-1303.7
399.1,-1306.9
386.8,-1310.2
374.6,-1313.6
361.0,-1317.1
348.7,-1320.6
335.3,-1324.3
321.9,-1327.6
310.7,-1330.7
299.6,-1333.6
290.6,-1335.9
283.9,-1337.4
280.7,-1338.4
278.3,-1338.7
278.3,-1338.8
278.3,-1338.8
277.2,-1339.0
276.1,-1338.9
272.7,-1337.4
270.3,-1333.7
269.0,-1328.4
266.5,-1321.3
265.0,-1312.3
262.3,-1301.9
259.7,-1291.4
258.1,-1282.1
255.6,-1274.6
254.2,-1267.3
251.7,-1259.5
249.1,-1252.7
246.7,-1247.2
243.2,-1244.1
238.7,-1243.3
233.1,-1244.6
227.6,-1246.6
223.2,-1248.5
218.7,-1249.2
215.4,-1248.1
213.1,-1245.9
213.0,-1243.8
211.7,-1241.8
211.6,-1239.9
211.6,-1239.2
209.4,-1239.7
207.2,-1240.7
203.9,-1241.9
199.5,-1243.6
196.1,-1245.5
190.7,-1248.2
187.4,-1250.8
184.1,-1252.5
181.8,-1252.4
180.7,-1251.0
181.7,-1250.0
181.7,-1250.0
181.8,-1250.5
181.8,-1251.3
181.8,-1252.4
180.8,-1253.2
179.6,-1253.3
179.6,-1252.8
182.8,-1249.5
186.2,-1247.9
189.5,-1247.1
192.8,-1246.1
195.0,-1245.5
196.1,-1245.3
198.4,-1245.8
198.4,-1246.8
198.4,-1247.1
198.4,-1247.1
199.5,-1246.7
200.6,-1246.0
199.5,-1245.8
199.5,-1245.5
199.5,-1245.3
199.5,-1245.2
199.5,-1245.1
200.6,-1244.9
200.6,-1244.9
200.6,-1244.9
200.6,-1244.8
200.5,-1244.6
199.4,-1244.7
199.4,-1244.6
199.4,-1244.4
198.3,-1244.5
198.3,-1244.3
198.3,-1244.2
198.3,-1244.1
198.3,-1244.0
197.2,-1244.0
197.2,-1243.8
195.0,-1243.9
196.1,-1243.7
196.1,-1243.6
