x,y
0.0,0.0
0.0,0.0
0.0,0.0
-0.1,0.1
-0.1,0.1
-0.1,0.1
-0.1,0.1
-0.2,0.2
-0.2,0.2
-0.2,0.2
-0.2,0.2
-0.2,0.2
-0.2,0.2
-0.3,0.3
-0.3,0.3
-0.3,0.3
-0.3,0.3
-0.3,0.3
-0.3,0.3
-0.3,0.4
-0.3,0.4
-0.3,0.4
-0.3,0.4
-0.3,0.4
-0.3,0.4
-0.3,0.5
-0.3,0.5
-0.3,0.5
-0.3,0.5
-0.3,0.5
-0.3,0.5
-0.4,0.6
-0.4,0.6
-0.4,0.6
-0.4,0.6
-0.3,0.4
0.1,-0.1
0.0,-1.8
0.1,-3.8
0.2,-5.8
0.4,-7.9
0.4,-9.7
-1.1,-11.6
-1.0,-11.7
-0.9,-11.8
0.5,-11.9
4.9,-12.0
8.9,-13.5
14.3,-13.3
19.6,-11.0
22.7,-7.5
25.7,-0.4
26.8,9.3
28.0,20.7
27.8,30.4
28.5,38.8
27.0,44.4
21.2,50.4
13.4,55.0
3.3,57.1
-8.8,58.1
-22.6,59.4
-37.7,60.7
-52.8,61.9
-68.4,61.9
-83.4,60.9
-94.6,60.9
-103.9,60.1
-109.8,58.5
-114.6,53.8
-115.4,47.4
-113.6,37.5
-111.8,25.8
-111.1,13.5
-110.2,1.2
-108.7,-10.1
-106.9,-19.9
-104.7,-28.5
-101.2,-34.9
-95.2,-39.1
-86.7,-39.2
-76.8,-37.4
-66.4,-35.9
-57.0,-35.4
-47.9,-34.4
-39.3,-34.6
-28.1,-34.3
-16.8,-36.3
-4.9,-38.8
7.3,-43.8
16.9,-50.9
25.4,-58.3
32.1,-67.1
37.0,-75.5
40.2,-83.4
41.9,-91.2
44.5,-98.5
45.9,-107.8
46.7,-118.1
47.1,-129.9
48.2,-142.4
49.5,-153.6
50.0,-163.5
51.1,-172.5
51.5,-182.3
52.7,-189.4
51.4,-197.1
50.3,-203.0
46.9,-209.6
44.1,-215.5
42.2,-222.1
43.7,-227.8
49.0,-231.0
55.8,-230.8
63.0,-229.2
70.9,-226.6
80.3,-224.1
90.9,-223.0
102.1,-223.0
114.7,-222.7
126.6,-223.5
139.5,-223.7
152.6,-224.0
164.8,-225.3
178.2,-226.1
191.9,-227.3
205.6,-228.4
219.0,-229.4
232.0,-229.7
243.8,-230.2
255.0,-230.1
264.8,-229.9
275.0,-228.5
283.7,-227.0
