x,y
0.0,0.0
-0.3,0.2
-0.4,0.2
-0.3,0.2
-0.9,0.5
-2.2,2.3
-3.4,5.4
-3.4,10.3
-2.5,15.5
-0.9,21.2
0.8,26.7
2.4,31.9
3.9,36.7
4.8,40.1
5.2,41.7
5.5,42.3
5.1,41.8
5.1,41.8
5.1,41.8
5.0,41.9
5.1,42.5
5.2,44.3
4.8,48.1
3.3,52.9
-0.1,57.8
-5.8,61.9
-12.5,66.1
-20.7,70.4
-29.3,75.4
-38.5,80.1
-48.1,85.6
-57.8,91.9
-67.8,98.7
-77.3,105.8
-86.9,113.4
-96.4,121.8
-106.3,130.4
-116.2,139.2
-125.9,149.5
-135.4,160.2
-144.5,171.6
-153.5,183.4
-161.8,195.5
-170.4,206.9
-178.6,218.2
-186.4,229.4
-194.0,240.4
-201.4,251.4
-209.0,261.6
-216.2,272.4
-223.7,282.7
-231.6,292.9
-239.7,303.0
-248.3,312.6
-256.9,322.2
-265.6,331.0
-274.5,340.0
-283.9,348.6
-293.2,356.7
-303.1,364.3
-312.9,371.8
-322.8,379.4
-333.0,387.0
-343.0,395.0
-353.5,402.5
-363.9,410.1
-374.4,417.6
-384.4,425.3
-393.7,432.2
-402.4,438.6
-411.0,444.9
-421.0,450.5
-431.5,456.2
-442.8,462.4
-454.8,468.7
-467.6,475.0
-481.3,481.1
-495.7,486.6
-510.6,492.1
-526.5,496.8
-542.4,501.6
-558.7,505.8
-574.5,510.2
-589.9,514.2
-604.6,518.2
-618.7,521.9
-631.6,525.0
-643.0,528.0
-652.6,530.0
-660.0,531.8
-666.5,532.2
-670.7,532.2
-674.1,531.1
-678.1,529.6
-683.2,526.9
-689.8,522.3
-696.7,518.6
-705.3,515.9
-713.1,516.4
-719.6,521.4
-723.7,529.9
-727.1,539.4
-723.0,550.9
-715.6,558.7
-706.3,566.0
-693.4,571.6
-680.4,577.6
-666.6,584.3
-652.4,591.1
-637.3,598.3
-622.1,605.1
-606.3,612.2
-589.7,619.2
-572.6,626.1
-555.0,632.8
-536.6,639.6
-517.4,646.4
-497.7,653.6
-478.0,660.4
-458.0,667.8
-437.8,675.6
-417.6,683.6
-396.9,692.8
-377.0,701.8
-357.3,711.4
-338.4,721.6
-319.9,731.8
-301.8,742.2
-284.0,752.5
-266.3,762.8
-248.4,773.2
-230.7,783.7
-212.6,794.2
-194.6,804.4
-176.4,814.9
-158.1,825.4
-139.7,836.0
-121.2,846.3
-102.5,856.9
-83.9,868.0
-65.4,879.2
-46.8,890.3
-28.2,901.4
-9.4,912.3
9.8,923.6
28.5,934.1
47.5,945.4
65.9,956.3
84.0,966.9
102.3,977.7
120.2,988.2
138.3,998.7
156.1,1009.1
174.2,1019.6
192.3,1030.4
210.3,1040.5
228.7,1051.4
247.0,1061.9
265.0,1072.3
283.1,1083.2
301.1,1094.0
318.5,1104.3
336.2,1114.7
353.5,1124.8
371.1,1135.2
388.3,1145.3
405.8,1155.4
423.5,1165.7
441.2,1176.0
458.9,1186.4
476.9,1197.0
494.8,1207.2
513.1,1218.0
531.1,1228.4
549.5,1239.3
568.2,1250.3
586.9,1261.4
605.7,1272.3
624.9,1283.5
643.9,1294.6
663.1,1305.5
682.2,1316.9
701.3,1328.1
720.4,1339.2
739.6,1350.6
759.0,1362.1
