x,y
0.0,0.0
-0.3,-0.4
-0.3,-0.4
-0.3,-0.4
-0.4,-1.1
-0.8,-2.2
-1.5,-3.7
-2.2,-4.8
-3.3,-5.5
-4.6,-5.8
-6.2,-5.6
-7.5,-5.0
-9.1,-4.6
-10.5,-3.8
-11.9,-3.6
-12.3,-3.4
-12.4,-3.4
-12.4,-3.4
-12.7,-3.6
-12.7,-3.6
-12.7,-3.6
-12.7,-3.6
-12.8,-3.5
-13.1,-3.5
-13.2,-3.3
-13.3,-3.2
-13.9,-3.3
-15.0,-3.0
-16.5,-2.1
-18.7,-1.6
-20.4,-1.1
-21.7,-0.4
-22.6,-0.1
-22.9,0.4
-23.5,0.3
-23.6,0.5
-24.2,0.4
-24.8,0.7
-25.4,1.0
-25.9,1.3
-26.6,1.4
-26.7,1.5
-27.3,1.5
-27.8,1.9
-29.2,2.6
-31.7,3.5
-34.8,4.8
-38.1,6.2
-41.7,7.5
-44.3,9.0
-47.4,10.0
-50.4,10.8
-52.8,11.7
-54.6,12.2
-55.2,12.4
-55.2,12.4
-55.2,12.4
-55.2,12.4
-55.2,12.4
-55.2,12.4
-55.1,12.3
-54.8,12.5
-54.7,12.4
-54.6,12.3
-54.6,12.3
-54.6,12.3
-54.2,12.4
-54.8,12.5
-56.1,13.1
-58.7,14.3
-61.0,16.1
-63.4,17.6
-64.4,18.5
-64.7,19.1
-65.6,19.6
-66.4,21.2
-66.7,23.6
-66.1,26.8
-63.7,30.3
-60.5,33.8
-57.2,37.0
-53.5,40.3
-50.3,43.1
-47.0,46.4
-44.2,49.2
-41.4,52.4
-38.9,56.1
-36.9,61.6
-37.0,67.7
-39.2,74.5
-43.1,81.0
-47.6,87.9
-52.3,94.7
-56.3,102.4
-61.6,109.8
-66.5,117.7
-71.3,126.3
-76.2,135.1
-81.0,144.7
-85.1,153.9
-89.2,163.1
-92.9,172.5
-96.6,181.9
-100.0,191.4
-102.9,201.1
-104.9,211.3
-107.4,220.8
-109.1,230.5
-111.2,240.0
-112.6,249.8
-113.9,259.2
-115.2,268.6
-116.5,278.1
-117.6,287.4
-118.6,296.9
-119.8,306.1
-120.4,315.3
-121.3,324.5
-121.8,333.7
-122.9,342.9
-124.1,352.1
-126.2,361.2
-128.2,370.1
-130.0,378.8
-131.8,387.8
-134.4,396.3
-136.4,404.5
-138.7,411.9
-140.5,418.9
-142.1,425.4
-144.0,431.4
-146.7,436.2
-150.2,439.9
-154.5,441.6
-158.4,441.5
-162.4,439.9
-165.7,438.0
-168.6,436.2
-171.8,434.4
-173.8,432.4
-175.2,429.6
-175.5,426.5
-174.3,424.4
-173.6,422.3
-173.4,420.2
-174.2,418.0
-175.9,416.0
-177.9,414.2
-180.8,412.4
-183.7,410.6
-185.8,408.9
-188.2,407.2
-190.7,405.6
-193.5,404.4
-196.8,403.5
-199.6,402.3
-201.6,400.5
-202.1,399.2
-202.5,398.6
-202.4,398.5
-201.9,398.7
-201.7,399.0
-201.1,399.5
-200.8,400.0
-200.5,400.3
-200.4,400.7
-200.2,401.5
-200.5,402.1
-201.0,403.0
-201.4,403.7
-201.7,404.3
-201.9,404.6
-202.0,404.8
-202.0,404.8
-202.2,405.0
-202.2,405.1
-202.3,405.2
-202.4,405.5
-202.4,405.4
-202.3,405.2
-202.2,405.1
-202.2,405.0
-202.1,405.0
-202.0,404.8
-202.0,404.8
-202.0,404.8
-202.0,404.8
-202.0,404.8
-201.9,404.7
-201.9,404.6
-201.8,404.5
-201.8,404.5
-201.8,404.4
-201.2,404.4
-201.1,404.1
-201.3,404.6
-201.3,404.6
-201.3,404.5
-201.3,404.5
-201.5,404.9
-201.6,405.1
-201.7,405.3
-201.9,405.7
-202.1,406.0
-202.2,406.2
-202.7,406.1
-202.6,406.9
-202.8,407.3
-203.0,407.7
-202.9,408.2
-203.2,408.8
-203.1,409.4
-203.4,409.9
-203.5,410.1
-203.6,410.2
-203.4,410.0
-203.2,409.7
-203.2,409.5
-203.0,409.2
-202.5,408.3
-202.4,408.1
-202.2,407.9
-202.1,407.6
-202.0,407.4
-201.9,407.2
-201.8,407.0
-201.6,406.7
-201.5,406.5
-201.8,406.1
-201.7,406.0
-201.6,405.8
-201.5,405.6
-201.4,405.5
-201.3,405.3
-201.3,405.2
-201.4,404.8
-201.3,404.6
-201.3,404.5
-201.2,404.4
-201.1,404.3
-201.0,404.1
-201.0,404.0
-200.9,403.9
-201.3,403.4
-201.2,403.3
-201.1,403.1
-201.0,403.0
-201.0,403.0
