x,y
0.0,0.0
-4.2,-21.8
-9.4,-43.1
-13.5,-64.9
-17.7,-86.6
-21.8,-108.2
-25.9,-129.9
-31.2,-151.2
-35.4,-173.2
-39.8,-195.4
-44.2,-217.5
-48.7,-239.8
-53.2,-262.3
-58.0,-285.0
-62.7,-307.8
-67.5,-330.7
-72.3,-353.6
-76.2,-377.2
-81.2,-400.5
-86.4,-424.1
-91.6,-447.7
-95.8,-472.1
-101.1,-495.9
-106.7,-520.0
-111.1,-544.8
-116.7,-569.2
-121.4,-594.2
-126.9,-618.4
-132.2,-642.4
-136.4,-666.6
-141.7,-690.2
-146.8,-713.7
-151.8,-737.0
-156.9,-760.4
-162.0,-783.9
-166.2,-808.1
-171.4,-831.9
-175.7,-856.2
-181.0,-879.9
-186.2,-903.7
-191.5,-927.5
-196.8,-951.2
-202.1,-975.1
-206.4,-999.5
-211.7,-1023.2
-216.8,-1046.9
-221.9,-1070.4
-227.0,-1093.7
-232.0,-1117.0
-236.9,-1140.1
-241.7,-1163.1
-246.4,-1185.9
-251.3,-1208.9
-255.2,-1232.5
-260.2,-1255.9
-264.3,-1279.9
-268.5,-1304.1
-272.8,-1328.5
-277.2,-1353.0
-280.6,-1378.1
-284.9,-1402.5
-288.2,-1427.5
-292.4,-1451.6
-296.6,-1475.9
-299.9,-1500.8
-304.1,-1525.1
-308.5,-1549.6
-313.0,-1574.4
-317.4,-1599.1
-322.2,-1624.1
-327.7,-1648.5
-332.3,-1673.6
-338.1,-1698.0
-342.7,-1723.1
-348.4,-1747.7
-355.1,-1771.8
-361.0,-1796.7
-367.9,-1821.0
-373.7,-1845.9
-380.6,-1870.2
-387.5,-1894.5
-394.1,-1918.6
-400.7,-1942.4
-406.1,-1966.5
-411.6,-1990.5
-416.9,-2014.4
-421.1,-2038.6
-425.0,-2062.3
-429.5,-2084.7
-432.8,-2107.1
-436.5,-2128.1
-440.0,-2148.4
-443.0,-2168.3
-446.0,-2187.7
-449.6,-2206.2
-453.0,-2224.1
-455.2,-2242.1
-458.2,-2259.5
-461.1,-2276.4
-463.8,-2293.0
-467.3,-2308.9
-470.7,-2324.5
-473.8,-2339.5
-476.6,-2354.1
-480.3,-2367.7
-482.6,-2381.3
-485.7,-2394.0
-488.8,-2406.7
-491.9,-2419.3
-494.9,-2431.9
-498.0,-2444.4
-500.8,-2456.7
-503.8,-2469.2
-506.8,-2481.5
-509.6,-2493.9
-513.6,-2505.8
-516.5,-2518.2
-519.8,-2531.2
-524.5,-2544.3
-528.5,-2558.7
-533.8,-2573.0
-539.2,-2587.5
-545.0,-2602.9
-551.3,-2618.9
-557.9,-2635.6
-565.0,-2653.2
-570.4,-2672.6
-576.1,-2692.4
-582.0,-2712.6
-587.9,-2732.6
-592.2,-2752.3
-595.8,-2770.8
-600.8,-2786.9
-604.1,-2802.3
-606.9,-2816.8
-609.4,-2830.7
-611.7,-2844.2
-614.1,-2857.9
-615.6,-2872.5
-618.2,-2886.7
-619.2,-2902.3
-620.0,-2918.0
-620.9,-2933.8
-619.6,-2950.3
-617.9,-2966.1
-616.2,-2981.7
-613.5,-2997.9
-610.8,-3014.2
-608.1,-3030.6
-605.5,-3046.9
-602.8,-3063.2
-600.1,-3079.5
-597.2,-3095.4
-595.3,-3110.7
-593.5,-3126.2
-591.6,-3141.7
-591.9,-3156.4
-591.4,-3171.8
-593.1,-3186.5
-593.9,-3202.2
-595.7,-3217.4
-598.8,-3232.2
-600.8,-3247.7
-604.0,-3262.9
-608.3,-3277.7
-611.7,-3293.3
-616.1,-3308.4
-621.5,-3323.0
-626.8,-3337.2
-633.1,-3351.1
-639.5,-3365.0
-646.8,-3378.5
-654.9,-3390.8
-661.9,-3403.4
-669.6,-3415.3
-676.2,-3427.3
-682.7,-3439.1
-689.0,-3450.6
-694.2,-3462.4
-698.9,-3473.1
-702.7,-3484.7
-705.3,-3496.5
-708.2,-3508.9
-710.6,-3522.6
-714.4,-3536.7
-719.6,-3550.8
-725.0,-3565.3
-732.5,-3578.9
-740.2,-3593.0
-749.0,-3606.5
-757.7,-3620.1
-766.3,-3633.3
-773.8,-3647.1
-782.4,-3660.4
-791.0,-3673.6
-799.4,-3686.6
-806.7,-3699.9
-814.9,-3712.5
-823.0,-3724.8
-829.8,-3737.3
-837.5,-3748.9
-844.9,-3760.0
-852.1,-3770.7
-858.0,-3781.4
-864.3,-3790.6
-869.1,-3799.3
-873.3,-3806.9
-878.1,-3813.2
-881.2,-3819.0
-883.9,-3823.8
-884.2,-3829.0
-883.3,-3834.4
-881.0,-3839.6
-877.2,-3844.5
-872.0,-3848.8
-865.5,-3853.4
-859.9,-3857.1
-853.2,-3861.3
-846.2,-3865.0
-838.9,-3868.0
-831.0,-3870.1
-822.8,-3871.6
-813.5,-3873.2
-804.7,-3873.6
-794.9,-3874.5
-786.0,-3874.5
-777.0,-3874.5
-768.1,-3874.6
-760.3,-3874.4
-752.5,-3874.3
-745.7,-3873.6
-737.8,-3871.1
-730.8,-3869.9
-724.8,-3868.3
-718.0,-3867.5
-711.3,-3866.9
-705.2,-3865.3
-697.9,-3863.7
-689.5,-3862.4
-680.4,-3860.0
-670.2,-3857.7
-659.2,-3856.4
-649.0,-3854.2
-638.6,-3851.6
-627.2,-3849.5
-615.5,-3847.1
-603.8,-3844.5
-593.2,-3841.6
-581.0,-3840.6
-569.9,-3841.6
-558.0,-3845.6
-548.2,-3848.9
-537.7,-3853.1
-527.8,-3856.3
-518.8,-3858.6
-510.7,-3860.2
-503.1,-3860.3
-498.1,-3858.1
-493.6,-3859.2
-489.3,-3860.9
-484.9,-3864.5
-481.0,-3868.9
-477.3,-3874.0
-473.7,-3878.9
-470.3,-3884.5
-467.0,-3892.6
-464.2,-3901.5
-461.4,-3910.4
-458.6,-3919.3
-456.5,-3927.2
-452.6,-3934.1
-449.7,-3938.2
-446.3,-3941.3
-443.4,-3942.8
-441.3,-3943.6
-439.7,-3945.5
-439.6,-3947.5
-440.1,-3948.4
-440.1,-3948.5
-440.1,-3948.5
-440.1,-3948.5
-440.2,-3948.7
-440.1,-3948.5
-440.1,-3948.4
-440.0,-3948.3
-440.0,-3948.3
-439.9,-3948.1
-439.9,-3948.1
