x,y
0.0,0.0
-0.5,-0.5
-0.8,-0.9
-0.7,-1.1
-0.3,-1.1
1.0,-0.9
2.9,-0.9
5.6,-1.2
8.8,-2.3
12.7,-3.1
16.9,-4.6
21.1,-5.7
25.6,-6.6
29.8,-8.0
34.2,-8.8
38.6,-9.2
43.3,-9.2
48.0,-8.1
52.9,-6.8
57.6,-5.1
62.7,-3.8
67.5,-2.7
72.7,-1.4
77.4,-0.5
82.3,0.5
87.2,1.9
91.4,2.7
95.2,3.9
99.0,4.5
103.2,5.3
108.0,5.3
112.9,4.4
117.8,2.5
123.0,1.7
128.1,0.8
133.0,-0.1
138.0,-0.1
142.3,0.1
145.9,1.2
149.2,2.3
152.2,4.1
155.1,6.3
158.1,8.3
161.3,10.9
164.3,12.6
166.7,14.2
168.5,15.6
170.0,16.7
170.8,17.2
171.1,17.6
171.2,17.8
171.2,17.8
171.4,17.8
172.0,18.4
173.3,18.9
175.6,18.4
178.8,17.1
181.9,13.7
184.8,8.8
187.8,3.4
190.8,-2.4
193.2,-8.6
195.3,-14.9
197.0,-21.1
198.7,-27.9
200.5,-36.5
202.4,-45.6
204.0,-53.7
205.5,-61.5
206.9,-68.4
208.5,-74.8
209.5,-80.2
210.5,-85.7
211.4,-90.7
212.4,-94.7
213.3,-98.7
214.0,-101.7
214.4,-103.7
214.6,-104.4
214.6,-104.4
214.6,-104.4
214.6,-104.4
214.4,-104.4
214.4,-104.4
214.4,-103.7
214.3,-103.7
214.3,-103.7
214.3,-103.7
214.2,-103.7
214.2,-103.7
214.1,-103.7
214.1,-103.7
214.0,-103.7
214.0,-103.7
214.0,-103.7
213.8,-103.7
213.8,-103.7
213.8,-103.7
213.8,-103.5
213.8,-103.5
213.6,-103.5
213.6,-103.5
213.5,-103.5
213.5,-103.5
213.5,-103.5
213.4,-103.5
213.4,-103.5
213.4,-103.5
213.3,-103.5
213.3,-103.5
213.2,-103.5
213.2,-103.5
213.2,-103.5
213.1,-103.1
213.1,-103.1
213.1,-103.1
213.0,-103.1
213.0,-103.1
213.0,-103.1
213.0,-103.1
212.9,-103.1
212.9,-103.1
212.9,-103.1
212.9,-103.1
212.8,-103.1
212.8,-103.1
212.8,-103.1
212.8,-103.1
212.8,-103.1
212.6,-103.1
212.6,-103.1
212.6,-103.1
212.6,-103.1
212.6,-103.1
212.8,-102.6
212.6,-102.6
212.6,-102.6
212.6,-102.6
212.6,-102.6
212.6,-102.6
212.6,-102.6
212.5,-102.6
212.5,-102.6
212.5,-102.6
212.5,-102.6
212.5,-102.6
212.5,-102.6
212.5,-102.6
212.5,-102.6
212.4,-102.6
212.4,-102.6
212.4,-102.6
212.4,-102.6
212.4,-102.6
212.4,-102.6
212.4,-102.6
212.6,-103.7
213.2,-106.5
213.9,-109.9
214.7,-113.3
215.4,-116.2
215.8,-118.2
216.1,-119.7
216.2,-120.2
216.3,-120.5
216.4,-121.0
216.6,-121.7
216.7,-122.3
216.7,-123.1
217.0,-123.6
217.4,-125.3
218.0,-127.2
218.8,-129.5
220.7,-132.1
223.6,-133.4
227.3,-134.2
