x,y
0.0,0.0
-1.2,0.1
-2.3,-0.1
-3.4,-0.5
-4.5,-0.8
-4.5,-1.3
-4.5,-1.7
-5.8,-2.1
-5.8,-2.4
-5.8,-3.4
-5.8,-5.0
-4.7,-7.5
-2.5,-11.2
-1.5,-17.3
1.7,-23.1
4.9,-29.4
9.3,-36.8
13.6,-44.4
20.2,-53.2
27.9,-63.8
39.1,-73.5
47.9,-82.6
57.9,-93.8
67.8,-108.3
78.9,-118.9
88.8,-129.4
99.9,-141.9
111.0,-153.4
119.8,-165.1
127.4,-177.8
138.6,-190.4
151.9,-202.8
162.9,-215.2
174.1,-228.0
186.3,-240.3
199.7,-252.1
214.2,-262.6
228.8,-272.9
244.4,-283.2
259.0,-293.7
273.5,-304.4
289.2,-315.1
303.7,-325.8
318.2,-336.3
333.9,-346.4
349.7,-356.0
364.2,-364.8
380.0,-373.0
396.8,-381.1
412.5,-389.3
427.1,-397.3
441.7,-405.7
456.2,-413.6
470.8,-420.2
485.4,-424.9
501.3,-424.1
516.2,-420.9
528.7,-416.2
540.0,-410.4
549.2,-404.9
557.2,-400.6
565.1,-397.9
570.7,-396.9
576.4,-396.3
578.6,-396.6
579.7,-396.9
579.7,-397.1
580.8,-397.2
581.9,-397.4
584.2,-397.6
586.4,-397.3
588.6,-395.9
592.0,-393.2
595.5,-389.4
597.9,-384.7
602.4,-379.5
607.1,-373.6
611.7,-367.1
617.5,-359.8
622.2,-351.4
628.1,-342.0
632.7,-331.6
637.5,-320.3
643.4,-308.5
648.2,-296.5
654.1,-284.4
660.0,-273.2
665.9,-261.9
672.9,-250.7
679.9,-239.1
687.0,-227.1
695.1,-214.8
702.2,-202.1
709.3,-189.1
717.4,-176.3
724.5,-163.7
731.6,-151.2
738.6,-139.0
745.6,-127.4
752.6,-115.8
759.7,-103.5
764.5,-90.3
768.2,-75.9
768.5,-59.9
768.9,-44.1
767.0,-28.0
763.8,-11.8
762.0,4.2
761.2,19.9
759.2,35.4
757.2,50.4
756.4,65.2
754.4,79.7
753.6,93.6
751.6,107.9
749.7,122.3
747.7,136.7
746.9,150.8
744.9,164.7
742.9,179.0
739.9,193.4
737.9,208.2
734.8,222.6
729.4,235.0
728.6,249.0
729.9,262.2
730.2,275.0
732.8,287.7
736.4,300.3
741.2,313.1
746.0,325.9
750.8,338.8
754.4,351.7
759.2,363.8
765.1,374.9
772.1,384.5
780.1,393.6
786.0,402.5
791.9,412.6
795.4,424.0
796.9,436.3
797.2,449.6
797.4,463.6
797.7,477.9
795.7,492.9
792.7,507.7
789.6,522.9
785.3,538.2
782.3,553.6
779.2,568.5
776.1,583.4
775.3,597.4
774.5,610.8
777.0,623.6
781.7,635.0
789.8,644.7
800.2,652.0
812.7,657.1
825.2,660.0
838.8,661.6
853.4,661.6
868.2,660.4
881.7,658.3
896.4,655.5
908.7,651.5
922.2,646.7
934.5,641.6
945.7,634.8
959.1,629.5
971.5,626.5
983.9,626.3
996.4,628.9
1007.9,634.5
1019.3,641.2
1030.7,648.0
1043.4,654.9
1055.9,661.9
1069.6,669.3
1081.1,676.6
1093.7,684.1
1105.2,691.4
1117.7,698.5
1130.4,705.5
1143.0,712.3
1154.4,718.9
1167.0,725.3
1179.6,731.5
1192.1,737.6
1204.7,743.8
1217.2,749.2
1231.0,753.9
1243.5,758.3
1256.0,762.6
1267.3,766.9
1278.8,771.5
1290.2,776.6
1302.7,782.2
1314.2,787.7
1323.2,792.0
1331.2,795.7
1335.7,797.1
1336.8,796.8
1333.4,794.8
1332.3,794.7
1332.3,793.8
1331.2,793.4
1331.2,792.9
1330.0,792.8
1330.0,792.5
1330.0,792.4
1330.0,792.4
1330.0,792.4
1330.0,792.2
1330.0,792.0
1330.0,791.9
1330.0,791.7
1328.9,791.5
1330.0,791.0
1330.0,791.4
1331.1,792.6
1334.5,794.8
1339.1,798.0
1343.7,802.2
1349.4,807.2
1355.1,813.0
1362.0,820.0
1366.7,827.6
1373.7,835.5
1379.4,844.2
1387.6,853.3
1395.7,862.9
1402.6,872.3
1410.7,880.5
1419.8,887.3
1431.2,892.6
1443.8,896.7
1455.2,900.3
1466.5,903.2
1477.8,906.1
1490.3,909.2
1499.4,912.9
1510.8,917.4
1521.1,923.5
1529.2,931.8
1537.2,939.7
1546.4,947.8
1556.8,955.9
1565.9,963.6
1575.2,971.1
1584.3,978.1
1592.3,984.2
1598.1,990.8
1601.6,998.3
1600.7,1006.9
1598.6,1015.9
1594.3,1025.9
1591.2,1036.6
1586.9,1048.3
1582.7,1060.9
1578.4,1074.3
1574.1,1088.2
1568.8,1102.7
1564.5,1117.5
1559.2,1132.7
1555.0,1147.9
1551.9,1163.3
1548.8,1178.7
1544.6,1194.1
1541.5,1209.4
1539.6,1224.7
1537.6,1240.0
1536.8,1255.4
1536.0,1270.9
1534.1,1286.3
1532.1,1301.3
1531.2,1316.2
1530.4,1331.1
1530.7,1345.5
1534.4,1358.3
1539.2,1371.6
1544.0,1385.2
1551.1,1398.6
1555.8,1412.1
1561.9,1425.4
1566.6,1438.8
1571.4,1452.0
1577.3,1465.4
1582.1,1478.6
1586.9,1491.6
1591.8,1504.3
1596.5,1517.0
1601.3,1529.5
1603.8,1542.4
1605.2,1555.6
1606.6,1568.7
1605.8,1582.1
1604.9,1595.3
1602.9,1608.6
1599.8,1622.0
1594.4,1635.3
1587.9,1648.5
1581.4,1661.9
1574.8,1675.7
1568.3,1689.8
1562.9,1704.3
1556.5,1719.0
1551.1,1733.6
1544.6,1748.3
1538.2,1763.0
1531.6,1777.6
1526.3,1791.9
1520.9,1806.4
1517.8,1821.0
1514.7,1836.4
1511.6,1852.1
1509.6,1868.5
1506.6,1885.0
1503.5,1901.9
1501.7,1918.9
1498.6,1936.2
1496.7,1953.6
1493.6,1971.1
1491.7,1988.5
1491.0,2005.7
1491.3,2022.9
1492.8,2039.8
1496.5,2056.6
1501.4,2073.4
1506.3,2090.6
1512.3,2107.9
1517.2,2125.2
1524.4,2142.4
1530.4,2159.7
1536.5,2177.0
1543.7,2194.0
1549.7,2211.4
1556.8,2228.6
1562.9,2246.0
1570.0,2263.6
1576.0,2281.1
1583.3,2298.2
1588.1,2315.1
1594.1,2331.7
1600.1,2347.5
1606.1,2362.9
1612.0,2377.7
1616.9,2392.1
1621.7,2406.1
1626.5,2419.4
1630.2,2432.1
1632.7,2443.9
1636.2,2454.7
1638.7,2464.7
1642.3,2473.2
1644.6,2480.2
1646.0,2486.1
1646.0,2489.8
1642.6,2491.7
1639.3,2491.8
1636.0,2491.3
1631.5,2490.5
1623.6,2489.6
1615.7,2488.7
1606.7,2487.9
1598.8,2487.2
1589.8,2486.6
1580.8,2485.9
1570.5,2484.6
1560.4,2483.2
1551.4,2482.4
1542.4,2481.6
1533.3,2480.9
1525.4,2479.9
1516.4,2479.2
1508.5,2478.8
1501.7,2478.2
1493.8,2477.8
1488.3,2477.3
1481.5,2476.7
1475.8,2476.1
1469.1,2475.5
1463.5,2474.8
1456.8,2474.3
1448.9,2473.4
1442.1,2472.6
1436.5,2471.6
1429.7,2470.7
1421.8,2469.7
1415.0,2468.7
1409.4,2467.9
1401.5,2466.8
1395.8,2465.6
1389.2,2464.4
1383.5,2463.2
1376.8,2462.2
1371.1,2461.0
1364.3,2460.0
1358.7,2458.9
1351.9,2458.0
1345.1,2456.9
1338.4,2455.9
1331.6,2454.7
1323.7,2453.6
1317.0,2451.9
1309.1,2450.5
1302.3,2449.6
1294.4,2448.4
1287.6,2447.5
1280.9,2446.8
1275.3,2446.2
1268.6,2445.7
1262.9,2445.0
1257.3,2444.0
1251.6,2443.0
1246.1,2442.2
1242.6,2442.7
1239.3,2444.8
1238.3,2447.8
1237.2,2451.5
1238.4,2455.4
1238.5,2458.9
1237.4,2461.6
1234.1,2462.6
1231.9,2462.0
1228.4,2460.6
1225.1,2458.8
1220.6,2456.9
1217.2,2455.3
1213.7,2454.0
1211.5,2452.9
1209.2,2451.5
1208.1,2449.7
1208.0,2447.6
1208.0,2445.7
1208.0,2444.8
1208.0,2444.3
1208.0,2444.0
1208.0,2443.7
1208.0,2443.4
1208.0,2443.2
1208.0,2443.0
1207.9,2442.6
1207.9,2442.4
1207.9,2442.2
1207.9,2442.0
1207.9,2441.9
1207.9,2441.8
1207.9,2441.7
1207.9,2441.7
1207.9,2441.6
1207.9,2441.5
1207.9,2441.3
1207.9,2441.1
1207.9,2441.0
1207.9,2440.8
1207.9,2440.8
1207.9,2440.6
1207.9,2440.5
1207.9,2440.4
1207.9,2440.4
1207.9,2440.6
1209.0,2441.0
1209.0,2441.8
1209.0,2442.2
1209.1,2442.7
1209.1,2442.8
1209.0,2442.5
1209.0,2442.0
1209.0,2441.9
1209.0,2441.8
1209.0,2441.8
1209.0,2441.6
1209.0,2441.6
1209.0,2441.9
1209.0,2441.9
1209.0,2441.7
1210.2,2441.9
1210.2,2442.0
1210.2,2442.1
1210.2,2442.6
1210.2,2442.9
