x,y
0.0,0.0
-13.8,-4.8
-27.6,-10.7
-41.5,-17.9
-55.5,-23.9
-69.1,-30.9
-83.2,-37.0
-96.9,-44.2
-111.1,-50.3
-125.0,-57.4
-138.7,-64.5
-152.4,-71.7
-165.7,-78.6
-179.1,-84.4
-191.8,-91.1
-205.0,-96.7
-217.3,-103.3
-229.3,-109.6
-240.8,-114.6
-251.2,-119.1
-259.9,-124.0
-267.8,-127.5
-274.6,-130.4
-280.9,-131.8
-286.9,-132.0
-292.5,-129.5
-296.8,-126.5
-300.0,-121.7
-301.1,-119.8
-301.6,-118.8
-301.8,-117.6
-302.2,-116.6
-302.6,-115.6
-303.5,-113.5
-304.6,-112.8
-306.1,-109.8
-307.2,-107.8
-308.1,-105.7
-309.4,-102.6
-310.1,-100.5
-311.2,-97.3
-311.5,-96.2
-312.6,-93.1
-314.1,-88.8
-315.2,-85.7
-316.1,-82.4
-317.4,-78.0
-318.3,-73.6
-318.9,-69.0
-319.2,-64.2
-319.7,-58.3
-319.9,-52.2
-319.2,-47.1
-319.1,-40.9
-318.6,-35.8
-318.4,-29.6
-317.9,-24.6
-317.5,-19.5
-317.0,-13.2
-316.5,-6.8
-316.1,0.7
-315.2,7.2
-314.5,14.8
-312.6,21.8
-310.5,28.8
-308.4,37.1
-305.9,44.2
-304.2,53.5
-300.5,62.5
-299.6,72.7
-297.7,82.1
-296.1,91.3
-294.2,100.7
-292.1,108.9
-290.5,119.5
-287.7,129.2
-283.6,138.3
-280.2,148.5
-276.3,157.5
-273.6,167.2
-272.2,176.4
-272.6,186.1
-273.8,194.2
-276.1,202.9
-277.7,209.5
-279.7,217.2
-281.4,223.9
-283.1,230.6
-284.2,236.1
-284.6,240.8
-284.5,244.5
-284.1,248.3
-283.0,251.2
-282.7,256.3
-282.5,261.3
-284.0,266.7
-287.8,272.4
-293.0,276.3
-299.1,279.8
-306.7,283.8
-314.0,286.9
-321.3,289.8
-329.0,292.6
-337.6,296.3
-346.7,300.9
-355.7,304.4
-365.8,308.7
-376.6,313.9
-387.5,319.0
-398.4,324.2
-409.6,329.1
-421.0,334.1
-432.2,339.2
-443.2,344.2
-453.6,348.4
-462.4,352.0
-470.3,355.9
-476.1,357.0
-481.9,357.0
-485.9,354.0
-487.9,349.6
-489.7,345.1
-491.0,339.7
-491.9,334.4
-491.9,329.6
-491.3,326.2
-491.2,323.8
-491.1,321.4
-491.5,320.0
-492.0,319.7
-491.6,318.7
-491.5,318.7
-491.5,318.7
-491.4,318.7
-491.3,318.8
-491.3,318.8
-491.2,318.8
-491.1,318.9
-491.1,318.9
-491.0,318.9
-491.0,318.9
-491.0,319.0
-491.0,319.0
-490.8,319.0
-490.8,319.0
-490.8,319.0
-490.7,319.1
-490.7,319.1
-490.7,319.1
-490.7,319.1
-490.7,319.1
-490.5,319.1
-490.5,319.1
-490.5,319.1
-490.4,319.2
-490.4,319.2
-490.4,319.2
-490.4,319.2
-490.3,319.2
-490.3,319.2
-490.3,319.2
-490.3,319.2
-490.2,319.3
-490.2,319.3
-490.2,319.3
-490.2,319.3
-490.2,319.3
-490.1,319.3
-490.1,319.3
-490.1,319.3
-490.1,319.3
-490.1,319.3
-490.6,320.3
-490.4,320.4
-490.4,320.4
-490.4,320.4
-490.4,320.4
-490.4,320.4
-490.4,320.4
